episode,duration_s,velocity_rmse,retention,displacement_m,survived
0,10.0,0.0888736374654885,0.9200532978014657,1.4867079782426185,True
1,10.0,0.08987081093632066,0.9007328447701533,1.497829976390773,True
2,10.0,0.0957372223845199,0.9447035309793471,1.4985381496298862,True
3,10.0,0.09317544438628807,0.9233844103930713,1.5062066659025621,True
4,10.0,0.09370351728764728,0.9320453031312458,1.5141468434018155,True
5,10.0,0.08945524865243003,0.9013990672884743,1.4861035223862629,True
6,10.0,0.09085587778362979,0.9040639573617588,1.4963907803457939,True
7,10.0,0.1025463982647079,0.9267155229846769,1.480603751225253,True
8,10.0,0.08683959531439761,0.8987341772151899,1.4894823360614868,True
9,10.0,0.09182803862094112,0.8987341772151899,1.501464153240478,True
10,10.0,0.090156191106732,0.9087275149900067,1.4921155370867354,True
11,10.0,0.09020033328759956,0.9333777481678881,1.502856596068691,True
12,10.0,0.09169431739106394,0.927381745502998,1.497838372829324,True
13,10.0,0.08832625519309786,0.8954030646235843,1.4781585909717387,True
14,2.68,0.37864952182222955,0.8014888337468983,0.0918456747640727,False
15,10.0,0.09366427949710171,0.950033311125916,1.5116253508649093,True
16,10.0,0.09336183169627174,0.9360426382411725,1.5091229556278558,True
17,10.0,0.09186195116439735,0.9200532978014657,1.5030821788088014,True
18,10.0,0.0959492310969092,0.9293804130579614,1.4966652174029709,True
19,10.0,0.09169988330793716,0.9240506329113924,1.4955231044706796,True
20,10.0,0.1032333607182676,0.9120586275816123,1.4774317365667342,True
21,10.0,0.0898585404615604,0.9200532978014657,1.4923632657957229,True
22,10.0,0.09010953560004123,0.9187208527648234,1.4912956536595894,True
23,10.0,0.0913968002153651,0.9133910726182545,1.4983224018505257,True
24,10.0,0.0857090121623829,0.8987341772151899,1.4656407691816546,True
25,10.0,0.09080775299229106,0.9300466355762825,1.4952643683846485,True
26,5.8,0.2999593946254816,0.8874856486796785,0.5422928433279239,False
27,10.0,0.09067890581192202,0.9247168554297135,1.4960921875937012,True
28,10.0,0.09376499576649754,0.9260493004663558,1.4842079814433666,True
29,10.0,0.09373758359636238,0.9367088607594937,1.5090652742710304,True
30,10.0,0.09352881882211035,0.9473684210526315,1.5101515672742154,True
31,10.0,0.09209951892475864,0.9140572951365756,1.5094043793256362,True
32,10.0,0.09176215271261641,0.9120586275816123,1.505533673934458,True
33,10.0,0.08885517817782225,0.9200532978014657,1.4853398649425735,True
34,10.0,0.09202095973428759,0.9247168554297135,1.5004942717622258,True
35,10.0,0.09080208253272644,0.8874083944037309,1.5206048155380087,True
36,10.0,0.08937581531474345,0.90473017988008,1.4834962274026162,True
37,5.0600000000000005,0.26912903404300925,0.8381578947368421,0.46884134074820993,False
38,10.0,0.09122774887335638,0.9227181878747501,1.497189392593945,True
39,10.0,0.09346863581789634,0.9367088607594937,1.5075318634411647,True
40,5.48,0.3430096972032236,0.81044957472661,0.484000139349657,False
41,10.0,0.10334521288180545,0.9100599600266489,1.4836043701904214,True
42,10.0,0.09138442920579193,0.9200532978014657,1.4942767845728009,True
43,10.0,0.09138437634356297,0.9247168554297135,1.4935751497171283,True
44,10.0,0.09367139342312265,0.9506995336442372,1.5115887726191537,True
45,10.0,0.09359799373441217,0.9467021985343105,1.5096623435170413,True
46,10.0,0.09185213343583923,0.9153897401732178,1.5023212470334788,True
47,1.48,0.5027628207269734,0.7130044843049327,-0.09101309055855801,False
48,10.0,0.09572767659357273,0.9213857428381079,1.4987356108387218,True
49,10.0,0.0918985477786015,0.9267155229846769,1.5010142248060783,True
50,10.0,0.09096927445290777,0.9140572951365756,1.499932117897002,True
51,10.0,0.09382566381716305,0.9300466355762825,1.4862598308261237,True
52,1.22,0.6483817983808827,0.6413043478260869,-0.15528364400060946,False
53,10.0,0.09363407613045925,0.9147235176548968,1.511669724515931,True
54,10.0,0.10332838133152587,0.9227181878747501,1.4853641318818753,True
55,10.0,0.09980692876732612,0.8960692871419054,1.455900675508693,True
56,9.4,0.24173274702941613,0.8809355067328136,1.1076271293664919,False
57,10.0,0.09370698502290176,0.9347101932045303,1.5104903851479523,True
58,10.0,0.09309187541493366,0.9080612924716855,1.5048774443176944,True
59,10.0,0.09127720962876121,0.91672218520986,1.4942229551461084,True
60,10.0,0.10317296851414384,0.9153897401732178,1.482061543120074,True
61,10.0,0.09390189371679428,0.9253830779480346,1.4899124806129505,True
62,10.0,0.09137299449854983,0.916055962691539,1.477367494292213,True
63,10.0,0.09333218678660297,0.938707528314457,1.5053350237819003,True
64,10.0,0.08895097931867661,0.9040639573617588,1.495011799499557,True
65,10.0,0.09147032340640836,0.9213857428381079,1.4949549029568823,True
66,10.0,0.08967632667113147,0.9093937375083277,1.4869980825239801,True
67,10.0,0.09203548109953641,0.90473017988008,1.5067556778910296,True
68,10.0,0.09201068540119467,0.9187208527648234,1.5008533896878602,True
69,9.24,0.22247788930386797,0.8846431146359048,1.114225119163321,False
70,10.0,0.09343250699955706,0.9073950699533644,1.5039161240651413,True
71,10.0,0.09352601650838624,0.9407061958694204,1.5110663635316788,True
72,10.0,0.09375247155095848,0.9340439706862091,1.5082423113452703,True
73,10.0,0.09047313929231283,0.9293804130579614,1.5040204358072518,True
74,10.0,0.0932888918278609,0.9260493004663558,1.5099351710367763,True
75,10.0,0.0936089605030528,0.9140572951365756,1.5415091578823474,True
76,10.0,0.10124159282359266,0.905396402398401,1.4717546283269018,True
77,10.0,0.09151948681804534,0.9293804130579614,1.4965932389426548,True
78,10.0,0.08742380540070017,0.8867421718854097,1.494994910382626,True
79,10.0,0.08829398256184212,0.8987341772151899,1.4920060773324035,True
80,10.0,0.09363499179913266,0.9447035309793471,1.508841396255908,True
81,10.0,0.09235214835806436,0.91672218520986,1.5235389428190131,True
82,10.0,0.11252915210633324,0.9200532978014657,1.4616388069783208,True
83,10.0,0.10481998673642079,0.9260493004663558,1.492699985926817,True
84,10.0,0.10340917250726259,0.9293804130579614,1.4836516151543824,True
85,10.0,0.09319543292143814,0.9340439706862091,1.5065978882302566,True
86,10.0,0.09601121421904503,0.91672218520986,1.500034617590193,True
87,10.0,0.09235044683096748,0.9413724183877415,1.5154494608427023,True
88,10.0,0.09311225147079881,0.9073950699533644,1.4871213309823026,True
89,10.0,0.08772740445839385,0.9107261825449701,1.4828484041690764,True
90,10.0,0.09201686897669302,0.9020652898067955,1.5126571007570588,True
91,10.0,0.0903000513387457,0.905396402398401,1.4898232625039738,True
92,10.0,0.08932879146635263,0.9080612924716855,1.4883468928662775,True
93,1.48,0.5053234882065771,0.695067264573991,-0.10197970191784439,False
94,10.0,0.09342615675837669,0.90473017988008,1.5222407482996956,True
95,10.0,0.09180465661220853,0.9040639573617588,1.4968498599626896,True
96,10.0,0.09084357078471471,0.9233844103930713,1.4966008475604535,True
97,10.0,0.09166794509020941,0.9133910726182545,1.5103345408952975,True
98,10.0,0.09222446172295333,0.9300466355762825,1.5138966790750898,True
99,10.0,0.0891535681634006,0.8874083944037309,1.4954441186073681,True
