episode,duration_s,velocity_rmse,retention,displacement_m,survived
0,7.46,0.2321319772753019,0.8348214285714286,0.808779852378463,False
1,10.0,0.08685245320748602,0.905396402398401,1.4879716877573088,True
2,10.0,0.08765861250523754,0.9060626249167222,1.4529488530175105,True
3,3.04,0.42904385137708057,0.7986870897155361,0.11039126077627397,False
4,6.28,0.25588886725538473,0.8674443266171792,0.6222430792215512,False
5,1.46,0.4692363017828327,0.6227272727272727,-0.06870322471723779,False
6,4.6000000000000005,0.3354738155401304,0.8437047756874095,0.36880925417561816,False
7,10.0,0.089753232611035,0.9140572951365756,1.4971052341127895,True
8,10.0,0.09761950763643981,0.9080612924716855,1.5075446870759146,True
9,10.0,0.08847116192319798,0.9300466355762825,1.469669225861046,True
10,10.0,0.1011718206307572,0.9247168554297135,1.4714319589900766,True
11,10.0,0.08529551387976103,0.9220519653564291,1.4972185254801547,True
12,6.84,0.24906935980680364,0.8519961051606622,0.7557660255460517,False
13,10.0,0.08564922046651388,0.9353764157228515,1.4876510399949292,True
14,3.04,0.42479709815997796,0.7986870897155361,0.13498005590078155,False
15,1.46,0.46391155431214715,0.7227272727272728,-0.06503440856597051,False
16,10.0,0.08870601442936263,0.9213857428381079,1.4781727243907983,True
17,10.0,0.08913553672569577,0.8900732844770153,1.4944769503941977,True
18,10.0,0.09172765722950563,0.9220519653564291,1.47886538648571,True
19,10.0,0.08574208712699566,0.9240506329113924,1.4874910355468458,True
20,10.0,0.09106935280811748,0.9353764157228515,1.5034732112241127,True
21,1.46,0.46758548284509766,0.7181818181818181,-0.06519382080971119,False
22,10.0,0.08681536804492769,0.8960692871419054,1.455734159494086,True
23,10.0,0.10307243229955139,0.882744836775483,1.4549559318626297,True
24,10.0,0.09053134353337387,0.8814123917388408,1.4813943744543818,True
25,10.0,0.0946447708688639,0.927381745502998,1.4924525573564325,True
26,10.0,0.08715839933407697,0.9373750832778148,1.495747534612185,True
27,10.0,0.08846620649451804,0.9127248500999334,1.4855169974162554,True
28,10.0,0.09365012199696542,0.8867421718854097,1.4918529778954945,True
29,10.0,0.0860869831252341,0.8820786142571619,1.4832536142285675,True
30,10.0,0.09400200552298665,0.9060626249167222,1.5112315818047308,True
31,10.0,0.08909134414370906,0.9067288474350433,1.5287968741078193,True
32,10.0,0.09549665009608381,0.916055962691539,1.524722364827676,True
33,10.0,0.097344742736967,0.9067288474350433,1.4588018832742695,True
34,10.0,0.08889425022841801,0.8867421718854097,1.4569847171446615,True
35,10.0,0.09658474738632225,0.9033977348434377,1.4691084021463123,True
36,10.0,0.08675742606877908,0.8787475016655563,1.4761918230846671,True
